2325,2645.4,NaN,NaN,NaN,NaN
2325,2645.4,NaN,NaN,NaN,NaN
2325,2325.3,-1,NaN,NaN,NaN
2325.3,2334.9,1,NaN,NaN,NaN
2335,2339.5,0,NaN,NaN,NaN
2339.5,2353.8,1,NaN,NaN,NaN
2353.8,2355.8,2,NaN,NaN,NaN
2355.8,2372.9,1,NaN,NaN,NaN
2372.9,2375.8,0,NaN,NaN,NaN
2375.8,2389.9,1,NaN,NaN,NaN
2390,2397.6,0,NaN,NaN,NaN
2397.7,2400.6,-1,NaN,NaN,NaN
2400.6,2402.2,1,NaN,NaN,NaN
2402.2,2407.5,0,NaN,NaN,NaN
2407.5,2413.3,1,NaN,NaN,NaN
2413.4,2421.7,0,NaN,NaN,NaN
2421.7,2423.4,1,NaN,NaN,NaN
2423.4,2434.2,0,NaN,NaN,NaN
2434.2,2448.3,1,NaN,NaN,NaN
2448.3,2455.6,0,NaN,NaN,NaN
2455.6,2483.8,1,NaN,NaN,NaN
2483.8,2488.9,0,NaN,NaN,NaN
2488.9,2492.3,1,NaN,NaN,NaN
2492.4,2495.3,0,NaN,NaN,NaN
2495.3,2505.8,1,NaN,NaN,NaN
2505.8,2508.6,0,NaN,NaN,NaN
2508.7,2521.4,1,NaN,NaN,NaN
2521.4,2522.3,0,NaN,NaN,NaN
2522.4,2523.6,-1,NaN,NaN,NaN
2523.6,2525,0,NaN,NaN,NaN
2525,2536.5,1,NaN,NaN,NaN
2536.6,2538.6,0,NaN,NaN,NaN
2538.7,2540.5,1,NaN,NaN,NaN
2540.5,2544.5,0,NaN,NaN,NaN
2544.5,2545.2,2,NaN,NaN,NaN
2545.2,2567.6,1,NaN,NaN,NaN
2567.6,2573.3,-1,NaN,NaN,NaN
2573.3,2577,1,NaN,NaN,NaN
2577,2581.6,-1,NaN,NaN,NaN
2581.6,2582.4,0,NaN,NaN,NaN
2582.5,2600.4,1,NaN,NaN,NaN
2600.5,2601.3,0,NaN,NaN,NaN
2601.3,2602.1,1,NaN,NaN,NaN
2602.2,2613.7,0,NaN,NaN,NaN
2613.8,2625,1,NaN,NaN,NaN
2625.1,2628.9,0,NaN,NaN,NaN
2628.9,2644.2,1,NaN,NaN,NaN
2644.3,2645.4,-1,NaN,NaN,NaN
2325,2354.3,NaN,-1,NaN,NaN
2354.3,2357.4,NaN,0,NaN,NaN
2357.5,2374.1,NaN,-1,NaN,NaN
2374.2,2384.1,NaN,NaN,NaN,1
2384.2,2386.2,NaN,0,NaN,NaN
2386.2,2400.6,NaN,-1,NaN,NaN
2400.7,2410.8,NaN,0,NaN,NaN
2410.8,2438.4,NaN,NaN,NaN,1
2438.4,2443.4,NaN,-1,NaN,NaN
2443.4,2445.6,NaN,0,NaN,NaN
2445.6,2448.3,NaN,-1,NaN,NaN
2448.3,2457.9,NaN,NaN,NaN,1
2457.9,2463.6,NaN,0,NaN,NaN
2463.6,2468.2,NaN,NaN,NaN,1
2468.3,2476.2,NaN,0,NaN,NaN
2476.2,2507.7,NaN,-1,NaN,NaN
2507.7,2513.3,NaN,0,NaN,NaN
2513.3,2519.9,NaN,NaN,NaN,1
2519.9,2537.7,NaN,-1,NaN,NaN
2537.7,2540.2,NaN,0,NaN,NaN
2540.3,2550.5,NaN,-1,NaN,NaN
2550.6,2565.5,NaN,0,NaN,NaN
2565.5,2578.9,NaN,-1,NaN,NaN
2578.9,2586.4,NaN,NaN,NaN,1
2586.4,2600.4,NaN,-1,NaN,NaN
2600.4,2609.1,NaN,NaN,1,1
2609.2,2633,NaN,-1,NaN,NaN
