30,30.433,4,0.433
35.633,37.067,4,1.434
87.167,88.7,4,1.533
94.733,95.933,4,1.2
107.37,107.77,4,0.4
151,153,4,2
169.7,171.2,4,1.5
175.47,176.77,4,1.3
186.27,190.07,4,3.8
192.07,193.9,4,1.83
238.5,240.9,4,2.4
241.13,242.13,4,1
242.27,242.87,4,0.6
243.4,245.4,4,2
259.07,261.2,4,2.13
264.2,264.63,4,0.43
268.53,270.43,4,1.9
